二傻,21,女,20060922,学生,1212354115,v12222@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12223@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12224@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12225@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12226@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12227@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12228@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12229@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12230@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12231@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12232@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12233@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12234@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12235@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12236@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12237@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12238@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12239@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12240@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12241@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12242@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12243@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12244@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12245@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12246@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12247@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12248@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12249@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12250@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12251@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12252@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12253@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12254@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12255@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12256@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12257@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12258@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12259@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12260@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12261@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12262@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12263@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12264@live.com,12332333,0
二傻,21,女,20060922,学生,1212354115,v12265@live.com,12332333,0
